ROM Name;Description;Category;Year;Manufacturer;CHD name;Set;P/C;1g1r;exclusion notes
bkrtmaq;Bakuretsu Quiz Ma-Q Dai Bouken (Japan);Quiz / Japanese;1992;Namco;;bkrtmaq;P;0;Quiz
bakutotu;Bakutotsu Kijuutei;Shooter / Flying Horizontal;1988;Namco;;bakutotu;P;1;
balcube;Bal Cube;Ball & Paddle / Breakout;1996;Metro;;balcube;P;1;
ballbomb;Balloon Bomber;Shooter / Gallery;1980;Taito;;ballbomb;P;1;
ballbros;Balloon Brothers;Puzzle / Drop;1992;East Technology;;ballbros;P;1;
baluba;Baluba-louk no Densetsu;Platform / Run Jump;1986;Able Corp, Ltd.;;baluba;P;1;
bandido;Bandido;Shooter / Field;1980;Exidy;;sheriff;C;0;Clone
bangball;Bang Bang Ball (v1.05);Puzzle / Toss;1996;Banpresto / Kunihiko Tashiro+Goodhouse;;bangball;P;1;
bbbuster;Bang Bang Busters;no_catver;1994;Visco;;bbbuster;P;1;
bangbead;Bang Bead;Sports;2000;Visco;;bangbead;P;1;
bang;Bang!;Lightgun;1998;Gaelco;;bang;P;0;Lightgun
bankp;Bank Panic;Shooter / Gallery;1984;[Sanritsu] Sega;;bankp;P;1;
baraduke;Baraduke (set 1);Maze / Shooter Large;1985;Namco;;baraduke;P;1;
baraduka;Baraduke (set 2);Maze / Shooter Large;1985;Namco;;baraduke;C;0;Clone
barricad;Barricade;Maze / Surround;1976;RamTek;;barricad;P;1;
barrier;Barrier;Puzzle;1979;Vectorbeam;;barrier;P;1;
baryon;Baryon - Future Assault;no_catver;1997;Other;;baryon;P;1;
bstars2;Baseball Stars 2;Sports / Baseball;1992;SNK;;bstars2;P;1;
bstars;Baseball Stars Professional;Sports / Baseball;1990;SNK;;bstars;P;1;
basebal2;Baseball The Season II;Sports / Baseball;1987;Cinematronics;;basebal2;P;1;
bsktball;Basketball;Sports / Basketball;1979;Atari;;bsktball;P;1;
batman;Batman;Platform / Fighter Scrolling;1991;Atari Games;;batman;P;1;
batmanfr;Batman Forever;Uncategorized;1996;Acclaim;;batmanfr;P;1;
batman2;Batman Part 2;Shooter / Gallery;1981;bootleg;;phoenix;C;0;Clone
batsugun;Batsugun;Shooter / Flying Vertical;1993;Toaplan;;batsugun;P;1;
batugnsp;Batsugun (Special Ver.);Shooter / Flying Vertical;1993;Toaplan;;batsugun;C;0;Clone
battlnts;Battlantis;Shooter / Gallery;1987;Konami;;battlnts;P;1;
battlntj;Battlantis (Japan);Shooter / Gallery;1987;Konami;;battlnts;C;0;Clone
ts2j;Battle Arena Toshinden 2 (JAPAN 951124);Uncategorized;1995;Capcom/Takara;;ts2;C;0;Clone
ts2;Battle Arena Toshinden 2 (USA 951124);Uncategorized;1995;Capcom/Takara;;ts2;P;1;
bbakradu;Battle Bakraid - Unlimited version (Japan) (Tue Jun 8 1999);Shooter / Flying Vertical;1999;Eighting;;bbakraid;C;0;Clone
bbakraid;Battle Bakraid (Japan) (Wed Apr 7 1999);Shooter / Flying Vertical;1999;Eighting;;bbakraid;P;1;
bchopper;Battle Chopper;Shooter / Flying;1987;Irem;;bchopper;P;1;
batcira;Battle Circuit (Asia 970319);Beat Em Up;1997;Capcom;;batcir;C;0;Clone
batcir;Battle Circuit (Euro 970319);Beat Em Up;1997;Capcom;;batcir;P;1;
batcirj;Battle Circuit (Japan 970319);Beat Em Up;1997;Capcom;;batcir;C;0;Clone
battlex;Battle Cross;Shooter / Flying;1982;Omori Electric;;battlex;P;1;
bcruzm12;Battle Cruiser M-12;Shooter / Gallery;1983;Sigma Enterprises Inc.;;bcruzm12;P;1;
btlfield;Battle Field (Japan);Shooter / Walking;1987;[Alpha Denshi Co.] (SNK license);;timesold;C;0;Clone
flipshot;Battle Flip Shot;Sports;1998;Visco;;flipshot;P;1;
battleg;Battle Garegga - Type 2 (Denmark - China) (Tue Apr 2 1996);Shooter / Flying Vertical;1996;Raizing / Eighting;;battleg;P;0;US Clone Available
battlegb;Battle Garegga (Austria - Hong Kong) (Sat Mar 2 1996);Shooter / Flying Vertical;1996;Raizing / Eighting;;battleg;C;0;Clone
battlega;Battle Garegga (Europe - USA - Japan - Asia) (Sat Feb 3 1996);Shooter / Flying Vertical;1996;Raizing / Eighting;;battleg;C;1;
btlkroad;Battle K-Road;Fighter / Versus;1994;Psikyo;;btlkroad;P;1;
battlane;Battle Lane! Vol. 5 (set 1);Shooter / Driving Vertical;1986;Technos (Taito license);;battlane;P;1;
battlan2;Battle Lane! Vol. 5 (set 2);Shooter / Driving Vertical;1986;Technos (Taito license);;battlane;C;0;Clone
battlan3;Battle Lane! Vol. 5 (set 3);Shooter / Driving Vertical;1986;Technos (Taito license);;battlane;C;0;Clone
atlantis;Battle of Atlantis (set 1);Shooter / Misc. Horizontal;1981;Comsoft;;atlantis;P;1;
atlants2;Battle of Atlantis (set 2);Shooter / Misc. Horizontal;1981;Comsoft;;atlantis;C;0;Clone
battlera;Battle Rangers (World);Shooter / Walking;1988;Data East Corporation;;battlera;P;0;US Clone Available
bsharkj;Battle Shark (Japan);Shooter / 1st Person;1989;Taito Corporation;;bshark;C;0;Clone
bsharkjjs;Battle Shark (Japan, Joystick);no_catver;1989;Taito Corporation;;bshark;C;0;Clone
bshark;Battle Shark (US);Shooter / 1st Person;1989;Taito America Corporation;;bshark;P;1;
btoads;Battle Toads;Beat Em Up;1994;Rare;;btoads;P;1;
bwings;Battle Wings;Shooter / Flying Vertical;1984;Data East Corporation;;bwing;C;0;Clone
batwings;Battle Wings (alt);Uncategorized;1984;Data East Corporation;;bwing;C;0;Clone
bzonec;Battle Zone (cocktail);Shooter / Driving 1st Person;1980;Atari;;bzone;C;0;Clone
bzone;Battle Zone (set 1);Shooter / Driving 1st Person;1980;Atari;;bzone;P;1;
bzone2;Battle Zone (set 2);Shooter / Driving 1st Person;1980;Atari;;bzone;C;0;Clone
battlcry;Battlecry;Fighter / 2D;1991;Home Data;;battlcry;P;1;
battles;Battles;Shooter / Flying Vertical;1982;bootleg;;xevious;C;0;Clone
bayrtbl1;Bay Route (bootleg set 1);Uncategorized;1989;bootleg;;bayroute;C;0;Clone
bayrtbl2;Bay Route (bootleg set 2);Uncategorized;1989;bootleg;;bayroute;C;0;Clone
bayroute;Bay Route (set 1);Platform / Shooter Scrolling;1989;Sunsoft / Sega;;bayroute;P;1;
bayrouta;Bay Route (set 2);Uncategorized;1989;Sunsoft / Sega;;bayroute;C;0;Clone
beaminv;Beam Invader;Shooter / Gallery;;Tekunon Kougyou;;beaminv;P;1;
bbusters;Beast Busters (World [Q]);Lightgun;1989;SNK;;bbusters;P;0;Lightgun
beastf;Beastie Feastie;Platform / Run Jump;1984;Epos Corporation;;suprglob;C;0;Clone
beastrzr;Beastorizer;Uncategorized;1997;Eighting/Raizing;;beastrzr;P;1;
beastrzb;Beastorizer (bootleg);Uncategorized;1997;Eighting/Raizing;;beastrzb;P;0;Bootleg
beathead;BeatHead (prototype);Misc.;1993;Atari Games;;beathead;P;0;Prototype
bm1stmix;beatmania (ver JA-B);Rhythm;1997;Konami;753jaa11.chd;bm1stmix;P;0;Rhythm
bm2ndmxa;beatmania 2nd MIX (ver JA-A);Rhythm;1998;Konami;853jaa11.chd;bm2ndmix;C;0;Clone
bm2ndmix;beatmania 2nd MIX (ver JA-B);Rhythm;1998;Konami;853jaa11.chd;bm2ndmix;P;0;Rhythm
bm4thmix;beatmania 4th MIX (ver JA-A);Rhythm;1999;Konami;847jaa11.chd;bm4thmix;P;0;Rhythm
bmcompmx;beatmania complete MIX (ver JA-B);Rhythm;1999;Konami;858jaa11.chd;bmcompmx;P;0;Rhythm
bmcorerm;beatmania CORE REMIX (ver JA-A);Rhythm;2000;Konami;a05jaa11.chd;bmcorerm;P;0;Rhythm
bmdct;beatmania f. Dreams Come True (ver JA-A);Rhythm;2000;Konami;995jaa11.chd;bmdct;P;0;Rhythm
beezer;Beezer (set 1);Maze;1982;Tong Electronic;;beezer;P;1;
beezer1;Beezer (set 2);Maze;1982;Tong Electronic;;beezer;C;0;Clone
blswhstl;Bells and Whistles (Version L);Shooter / Flying Vertical;1991;Konami;;blswhstl;P;1;
benberob;Ben Bero Beh (Japan);Platform / Shooter;1984;Taito;;benberob;P;1;
beraboho;Beraboh Man (Japan version B);Platform / Fighter Scrolling;1988;Namco;;berabohm;C;0;Clone
berabohm;Beraboh Man (Japan version C);Platform / Fighter Scrolling;1988;Namco;;berabohm;P;1;
bermudao;Bermuda Triangle (Japan old version);Shooter / Flying Vertical;1987;SNK;;bermudat;C;0;Clone
bermudat;Bermuda Triangle (Japan);Shooter / Flying Vertical;1987;SNK;;bermudat;P;0;US Clone Available
bermudaa;Bermuda Triangle (US older version);Shooter / Flying Vertical;1987;SNK;;bermudat;C;1;
berzerk;Berzerk (set 1);Maze / Shooter Small;1980;Stern;;berzerk;P;1;
berzerk1;Berzerk (set 2);Maze / Shooter Small;1980;Stern;;berzerk;C;0;Clone
bbbxing;Best Bout Boxing;Sports / Boxing;1994;Jaleco;;bbbxing;P;1;
bigbang;Big Bang (9th Nov. 1993);Shooter / Flying Vertical;1993;NMK;;tdragon2;C;0;Clone
bigbucks;Big Bucks;Quiz / English;1986;Dynasoft Inc.;;bigbucks;P;0;Quiz
bigevglf;Big Event Golf;Sports / Golf;1986;Taito America Corporation;;bigevglf;P;1;
bigkarnk;Big Karnak;Platform / Fighter Scrolling;1991;Gaelco;;bigkarnk;P;1;
bigrun;Big Run (11th Rallye version);Driving / Race (chase view);1989;Jaleco;;bigrun;P;1;
bigstrik;Big Striker;Sports / Soccer;1992;Jaleco;;bigstrik;P;1;
bigstrkb;Big Striker (bootleg);Sports / Soccer;1992;bootleg;;bigstrik;C;0;Clone
bigtwin;Big Twin;Puzzle / Drop * Mature *;1995;Playmark;;bigtwin;P;0;Mature
bbonk;Bigfoot Bonkers;Maze / Surround;1976;Meadows Games, Inc.;;bbonk;P;1;
bijokkog;Bijokko Gakuen (Japan 880116);Tabletop / Mahjong * Mature *;1988;Nichibutsu;;bijokkog;P;0;Mature
bijokkoy;Bijokko Yume Monogatari (Japan 870925);Tabletop / Mahjong * Mature *;1987;Nichibutsu;;bijokkoy;P;0;Mature
realbrk;Billiard Academy Real Break (Japan);Sports / Pool * Mature *;1998;Nakanihon;;realbrk;P;0;Mature
bioatack;Bio Attack;Shooter / Flying Vertical;1983;Taito Corporation (Fox Video Games license);;bioatack;P;1;
biofreak;BioFreaks (prototype);Fighter / Versus;1997;Midway Games;biofreak.chd;biofreak;P;0;Requires CHD
mp_bio;Bio-Hazard Battle;no_catver;1993;Sega;;mp_bio;P;0;Prototype
biomtoy;Biomechanical Toy (unprotected);Platform / Shooter Scrolling;1995;Gaelco;;biomtoy;P;1;
bionicc;Bionic Commando (US set 1);Platform / Shooter Scrolling;1987;Capcom;;bionicc;P;1;
bionicc2;Bionic Commando (US set 2);Platform / Shooter Scrolling;1987;Capcom;;bionicc;C;0;Clone
bioship;Bio-ship Paladin;Shooter / Flying Horizontal;1990;UPL (American Sammy license);;bioship;P;1;
bking;Birdie King;Sports / Golf;1982;Taito Corporation;;bking;P;1;
bking2;Birdie King 2;Sports / Golf;1983;Taito Corporation;;bking2;P;1;
bking3;Birdie King 3;Sports / Golf;1984;Taito Corporation;;bking3;P;1;
birdtry;Birdie Try (Japan);Sports / Golf;1988;Data East Corporation;;birdtry;P;1;
bishi;Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players);Mini-Games;1996;Konami;;bishi;P;1;
psailor1;Bishoujo Janshi Pretty Sailor 18-kin (Japan);Tabletop / Mahjong * Mature *;1994;SPHINX;;psailor1;P;0;Mature
psailor2;Bishoujo Janshi Pretty Sailor 2 (Japan);Tabletop / Mahjong * Mature *;1994;SPHINX;;psailor2;P;0;Mature
blkdrgon;Black Dragon;Platform / Fighter Scrolling;1987;Capcom;;blktiger;C;0;Clone
blkdrgnb;Black Dragon (bootleg);Platform / Fighter Scrolling;1987;bootleg;;blktiger;C;0;Clone
blkheart;Black Heart;Shooter / Flying Horizontal;1991;UPL;;blkheart;P;1;
blkhearj;Black Heart (Japan);Shooter / Flying Horizontal;1991;UPL;;blkheart;C;0;Clone
blkhole;Black Hole;Shooter / Gallery;1981;TDS;;blkhole;P;1;
mblkjack;Black Jack (Mirco);Tabletop / Casino;;Mirco;;hitme;C;0;Tabletop / Casino
blkpnthr;Black Panther;Platform / Fighter Scrolling;1987;Konami;;blkpnthr;P;1;
blktiger;Black Tiger;Platform / Fighter Scrolling;1987;Capcom;;blktiger;P;1;
bktigerb;Black Tiger (bootleg);Platform / Fighter Scrolling;1987;bootleg;;blktiger;C;0;Clone
bwidow;Black Widow;Shooter / Field;1982;Atari;;bwidow;P;1;
bmaster;Blade Master (World);Beat Em Up;1991;Irem;;bmaster;P;1;
bladstle;Blades of Steel (version E);Sports / Hockey;1987;Konami;;bladestl;C;0;Clone
bladestl;Blades of Steel (version T);Sports / Hockey;1987;Konami;;bladestl;P;1;
blandia;Blandia;Fighter / Versus * Mature *;1992;Allumer;;blandia;P;0;Mature
blandiap;Blandia (prototype);Fighter / Versus * Mature *;1992;Allumer;;blandia;C;0;Mature
blastoff;Blast Off (Japan);Shooter / Flying Vertical;1989;Namco;;blastoff;P;1;
blasted;Blasted;Shooter / 3rd Person;1988;Bally Midway;;blasted;P;1;
blaster;Blaster;Shooter / Flying (chase view);1983;Williams;;blaster;P;1;
blastkit;Blaster (kit);Shooter / Flying (chase view);1983;Williams;;blaster;C;0;Clone
blstroig;Blasteroids (German, rev 2);Shooter / Field;1987;Atari Games;;blstroid;C;0;Clone
blstroi2;Blasteroids (rev 2);Shooter / Field;1987;Atari Games;;blstroid;C;0;Clone
blstroi3;Blasteroids (rev 3);Shooter / Field;1987;Atari Games;;blstroid;C;0;Clone
blstroid;Blasteroids (rev 4);Shooter / Field;1987;Atari Games;;blstroid;P;1;
blsthead;Blasteroids (with heads);Shooter / Field;1987;Atari Games;;blstroid;C;0;Clone
blasto;Blasto;Maze / Shooter Small;1978;Gremlin;;blasto;P;1;
blazeon;Blaze On (Japan);Shooter / Flying Horizontal;1992;Atlus;;blazeon;P;1;
blazer;Blazer (Japan);Shooter / Driving Diagonal;1987;Namco;;blazer;P;1;
blazstar;Blazing Star;Shooter / Flying Horizontal;1998;Yumekobo;;blazstar;P;1;
blzntrnd;Blazing Tornado;Wrestling;1994;Human Amusement;;blzntrnd;P;1;
arkblock;Block (bootleg, Japanese);Uncategorized;1986;bootleg;;arkanoid;C;0;Clone
arkbloc2;Block (Game Corporation bootleg);Ball & Paddle / Breakout;1986;bootleg;;arkanoid;C;0;Clone
blockbl;Block Block (bootleg);Ball & Paddle / Breakout;1991;bootleg;;block;C;0;Clone
blockj;Block Block (Japan 910910);Ball & Paddle / Breakout;1991;Capcom;;block;C;0;Clone
blocka;Block Block (World 910910);Ball & Paddle / Breakout;1991;Capcom;;block;C;0;Clone
block;Block Block (World 911106 Joystick);Ball & Paddle / Breakout;1991;Capcom;;block;P;1;
blockcar;Block Carnival - Thunder and Lightning 2;Ball & Paddle / Breakout;1992;Visco;;blockcar;P;1;
blockgal;Block Gal;Uncategorized * Mature *;1987;Sega / Vic Tokai;;blockgal;P;0;Mature
blckgalb;Block Gal (bootleg);Ball & Paddle / Breakout * Mature *;1987;bootleg;;blockgal;C;0;Mature
blockhl;Block Hole;Puzzle;1989;Konami;;blockhl;P;1;
blckoutj;Block Out (Japan);Puzzle / Drop;1989;Technos + California Dreams;;blockout;C;0;Clone
blockout;Block Out (set 1);Puzzle / Drop;1989;Technos + California Dreams;;blockout;P;1;
blckout2;Block Out (set 2);Puzzle / Drop;1989;Technos + California Dreams;;blockout;C;0;Clone
blockade;Blockade;Maze / Surround;1976;Gremlin;;blockade;P;1;
blkbustr;BlockBuster;Maze;1983;Kiwako (ECI license);;mrjong;C;0;Clone
blocken;Blocken (Japan);Ball & Paddle / Breakout;1994;KID / Visco;;blocken;P;1;
blmbycar;Blomby Car;Driving / Race;1994;ABM and Gecas;;blmbycar;P;1;
blmbycau;Blomby Car (not encrypted);Driving / Race;1994;ABM and Gecas;;blmbycar;C;0;Clone
bloodbro;Blood Bros.;Shooter / 3rd Person;1990;Tad;;bloodbro;P;1;
bloods11;Blood Storm (v1.10);Fighter / Versus;1994;Strata/Incredible Technologies;;bloodstm;C;0;Clone
bloods21;Blood Storm (v2.10);Fighter / Versus;1994;Strata/Incredible Technologies;;bloodstm;C;0;Clone
bloods22;Blood Storm (v2.20);Fighter / Versus;1994;Strata/Incredible Technologies;;bloodstm;C;0;Clone
bloodstm;Blood Storm (v2.22);Fighter / Versus;1994;Strata/Incredible Technologies;;bloodstm;P;1;
bloodwar;Blood Warrior;Uncategorized;1994;Kaneko;;bloodwar;P;1;
bldwolf;Bloody Wolf (US);Shooter / Walking;1988;Data East USA;;battlera;C;1;
bloxeed;Bloxeed;Uncategorized;1990;Sega;;bloxeed;P;1;
bloxeedc;Bloxeed (C System);Puzzle / Drop;1989;Sega / Elorg;;bloxeed;C;0;Clone
bluehawk;Blue Hawk;Shooter / Flying Vertical;1993;Dooyong;;bluehawk;P;1;
bluehawn;Blue Hawk (NTC);Shooter / Flying Vertical;1993;[Dooyong] (NTC license);;bluehawk;C;0;Clone
blueprnj;Blue Print (Jaleco);Maze;1982;[Zilec Electronics] Jaleco;;blueprnt;C;0;Clone
blueprnt;Blue Print (Midway);Maze;1982;[Zilec Electronics] Bally Midway;;blueprnt;P;1;
blueshrk;Blue Shark;Shooter / Gallery;1978;Midway;;blueshrk;P;1;
bjourney;Blue's Journey / Raguy;Platform / Fighter Scrolling;1990;Alpha Denshi Co.;;bjourney;P;1;
bwcasino;Boardwalk Casino;Tabletop / Casino;1983;Epos Corporation;;bwcasino;P;0;Tabletop / Casino
boblbobl;Bobble Bobble;Platform / Run Jump;1986;bootleg;;bublbobl;C;0;Clone
bodyslam;Body Slam;Wrestling;1986;Sega;;bodyslam;P;1;
bogeyman;Bogey Manor;Platform / Fighter;;Technos Japan;;bogeyman;P;1;
boggy84;Boggy '84;Platform / Run Jump;1983;bootleg;;boggy84;P;0;Bootleg
bombbee;Bomb Bee;Ball & Paddle / Breakout;1979;Namco;;bombbee;P;1;
bombjack;Bomb Jack (set 1);Platform / Run Jump;1984;Tehkan;;bombjack;P;1;
bombjac2;Bomb Jack (set 2);Platform / Run Jump;1984;Tehkan;;bombjack;C;0;Clone
bjtwin;Bomb Jack Twin;Platform / Run Jump;1993;NMK;;bjtwin;P;1;
bbmanwj;Bomber Man World (Japan);Maze;1991;Irem;;bbmanw;C;0;Clone
bbmanw;Bomber Man World (World);Maze;1991;Irem;;bbmanw;P;1;
bombrman;Bomberman (Japan);Maze;1992;Irem (licensed from Hudson Soft);;dynablst;C;0;Clone
bnzabros;Bonanza Bros;Platform / Shooter;1990;Sega;;bnzabros;P;1;
bcrusher;Bone Crusher;Platform / Fighter;1985;bootleg;;kncljoe;C;0;Clone
bonkadv;Bonk's Adventure;Uncategorized;1994;Kaneko;;bonkadv;P;1;
bonzeadu;Bonze Adventure (US);Platform / Shooter Scrolling;1988;Taito America Corporation;;bonzeadv;C;0;Clone
bonzeadv;Bonze Adventure (World);Platform / Shooter Scrolling;1988;Taito Corporation Japan;;bonzeadv;P;1;
boogwinga;Boogie Wings (Asia v1.5);no_catver;1992;Data East Corporation;;boogwing;C;0;Clone
boogwing;Boogie Wings (Euro v1.5);no_catver;1992;Data East Corporation;;boogwing;P;1;
boomrang;Boomer Rang'r - Genesis;Shooter / Walking;1983;Data East Corporation;;boomrang;P;1;
bootcamp;Boot Camp;Sports / Track & Field;1987;Konami;;combasc;C;0;Clone
boothill;Boot Hill;Shooter / Versus;1977;Midway;;boothill;P;1;
brdrlinb;Borderline (bootleg);Maze / Shooter Small;1981;bootleg;;brdrlinb;P;0;Bootleg
borench;Borench;Maze;1990;Sega;;borench;P;1;
boscomd;Bosconian (Midway, new version);Shooter / Field;1981;Namco (Midway license);;bosco;C;0;Clone
boscomdo;Bosconian (Midway, old version);Shooter / Field;1981;Namco (Midway license);;bosco;C;0;Clone
bosco;Bosconian (new version);Shooter / Field;1981;Namco;;bosco;P;1;
boscoo;Bosconian (old version);Shooter / Field;1981;Namco;;bosco;C;0;Clone
boscoo2;Bosconian (older version);Shooter / Field;1981;Namco;;bosco;C;0;Clone
botanic;Botanic;no_catver;1984;Valadon Automation (Itisa license);;botanic;P;1;
bottom9n;Bottom of the Ninth (version N);Sports / Baseball;1989;Konami;;bottom9;C;0;Clone
bottom9;Bottom of the Ninth (version T);Sports / Baseball;1989;Konami;;bottom9;P;1;
bouldshj;Boulder Dash - Boulder Dash Part 2 (Japan);Maze / Digging;1990;Data East Corporation (licensed from First Star);;bouldash;C;0;Clone
bouldash;Boulder Dash - Boulder Dash Part 2 (World);Maze / Digging;1990;Data East Corporation (licensed from First Star);;bouldash;P;1;
bballs;Bouncing Balls;Puzzle / Drop * Mature *;1991;Comad;;bballs;P;0;Mature
bowlrama;Bowl-O-Rama;Sports / Bowling;1991;PandP Marketing;;bowlrama;P;1;
boxer;Boxer (prototype);Fighter / Versus;1978;Atari;;boxer;P;0;Prototype
boxingb;Boxing Bugs;Shooter / Field;1981;Cinematronics;;boxingb;P;1;
boxyboy;Boxy Boy (US);Puzzle;1990;Namco;;boxyboy;P;1;
bradley;Bradley Trainer;Shooter / 1st Person;1980;Atari;;bradley;P;1;
brain;Brain;Shooter / Flying Horizontal;1986;Coreland / Sega;;brain;P;1;
brvblade;Brave Blade (JAPAN);Uncategorized;2000;Eighting/Raizing;;brvblade;P;1;
brkthru;Break Thru (US);Shooter / Driving Horizontal;1986;Data East USA;;brkthru;P;1;
breakers;Breakers;Fighter / Versus;1996;Visco;;breakers;P;1;
breakrev;Breakers Revenge;Fighter / Versus;1998;Visco;;breakers;C;0;Clone
breywood;Breywood (Japan revision 2);Maze / Shooter Large;1986;Data East Corporation;;shackled;C;0;Clone
brickzn3;Brick Zone (v3.0);Uncategorized;1992;SunA;;brickzn;C;0;Clone
brickzn;Brick Zone (v5.0);Uncategorized;1992;SunA;;brickzn;P;1;
brickyrd;Brickyard;Maze / Surround;1976;RamTek;;barricad;C;0;Clone
brix;Brix;Maze;1982;Cinematronics + Advanced Microcomputer Systems;;zzyzzyxx;C;0;Clone
brutforc;Brute Force;Fighter / Field;1991;Leland Corp.;;brutforc;P;1;
bubl2000;Bubble 2000;Puzzle / Toss * Mature *;1998;Tuning;;bubl2000;P;0;Mature
bublbobl;Bubble Bobble;Platform / Run Jump;1986;Taito Corporation;;bublbobl;P;1;
bublbob1;Bubble Bobble (older);no_catver;1986;Taito Corporation;;bublbobl;C;0;Clone
bublboblp;Bubble Bobble (prototype on Tokio hardware);no_catver;1986;Taito Corporation;;bublbobl;C;0;Clone
bublboblu;Bubble Bobble (Ultra Version)(USA);no_catver;2012;hack;;bublbobl;C;0;Clone
bublbobr;Bubble Bobble (US with mode select);Platform / Run Jump;1986;Taito America Corporation (Romstar license);;bublbobl;C;1;
bubbobr1;Bubble Bobble (US);Platform / Run Jump;1986;Taito America Corporation (Romstar license);;bublbobl;C;0;Clone
bublbob2;Bubble Bobble 2 (World);Platform / Run Jump;1994;Taito Corporation Japan;;bublbob2;P;1;
bublcave;Bubble Bobble: Lost Cave V1.2;no_catver;2013;hack (Bisboch and Aladar);;bublbobl;C;0;Clone
bubblemj;Bubble Memories - The Story Of Bubble Bobble 3 (Japan);Platform / Run Jump;1995;Taito Corporation;;bubblem;C;0;Clone
bubblem;Bubble Memories - The Story Of Bubble Bobble 3 (World);Platform / Run Jump;1995;Taito Corporation Japan;;bubblem;P;1;
bubsympe;Bubble Symphony (Europe);Platform / Run Jump;1994;Taito Corporation Japan;;bublbob2;C;0;Clone
bubsymph;Bubble Symphony (Japan);Platform / Run Jump;1994;Taito Corporation;;bublbob2;C;0;Clone
bubsympu;Bubble Symphony (US);Platform / Run Jump;1994;Taito America Corporation;;bublbob2;C;0;Clone
bubbles;Bubbles;Misc.;1982;Williams;;bubbles;P;1;
bubblesp;Bubbles (prototype version);Misc.;1982;Williams;;bubbles;C;0;Clone
bubblesr;Bubbles (Solid Red label);Misc.;1982;Williams;;bubbles;C;0;Clone
buckrog;Buck Rogers - Planet of Zoom;Shooter / Flying (chase view);1982;Sega;;buckrog;P;1;
buckrogn;Buck Rogers - Planet of Zoom (not encrypted);Shooter / Flying (chase view);1982;Sega;;buckrog;C;0;Clone
